,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,True_0,True_1,True_2,True_3,True_4,True_5,True_6,True_7,True_8,prompt
blip2-opt-2.7b,0.019257221458046765,0.15873015873015875,0.005925925925925926,0.02387267904509284,0.07858048162230671,0.13836477987421383,0.14951245937161428,0.17007534983853606,0.1847389558232932,0.007050528789659224,0.08938547486033518,0.054945054945054944,0.0645933014354067,0.08915662650602409,0.14046121593291405,0.12334801762114538,0.133764832793959,0.17558022199798184,2
blip2-opt-2.7b,0.0065040650406504065,0.14965986394557823,0.012030075187969926,0.01912568306010929,0.07957559681697612,0.13450937155457554,0.13390928725701945,0.1543550165380375,0.18786692759295495,0.0025575447570332483,0.08352668213457076,0.06675567423230974,0.06287787182587666,0.0921985815602837,0.1382978723404255,0.13333333333333333,0.1405049396267838,0.16803278688524592,3
blip2-opt-2.7b,0.020547945205479454,0.13096559378468367,0.03609022556390978,0.05994550408719346,0.15192743764172334,0.17679558011049726,0.18604651162790697,0.1965811965811966,0.18162839248434237,0.03205128205128205,0.1310344827586207,0.06986899563318777,0.09921671018276762,0.15065502183406113,0.14879649890590807,0.13879408418657566,0.16191562143671606,0.15227272727272728,4
blip2-opt-2.7b,0.02564102564102564,0.17724288840262584,0.01834862385321101,0.06028833551769332,0.13738738738738737,0.19198312236286916,0.18884120171673816,0.18996798292422626,0.17689906347554632,0.044182621502209134,0.10256410256410256,0.047477744807121657,0.07761966364812418,0.15265486725663716,0.13179190751445086,0.15085714285714286,0.1810344827586207,0.14269005847953214,5
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0.0038387715930902114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0.0031104199066874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0.017094017094017092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0.0059701492537313425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0,0.2388535031847134,0.2542635658914729,0.25660964230171074,0.2611885546588408,0.23684210526315785,0.23567393058918482,0.24386724386724387,0.26409707351891504,0,0.14268440145102781,0.2636600173460538,0.2569832402234637,0.272887323943662,0.2330275229357798,0.21415607985480944,0.25357142857142856,0.26028547439126787,1
blip2-opt-6.7b,0,0.25632653061224486,0.2509992006394884,0.24797406807131284,0.2656,0.2504118616144975,0.2465531224655312,0.24569640062597808,0.262015503875969,0,0.16977225672877846,0.24242424242424246,0.2436738519212746,0.26605504587155965,0.2565597667638484,0.24346076458752516,0.2469879518072289,0.27173913043478265,2
blip2-opt-6.7b,0,0.22056384742951907,0.2331482950039651,0.24489795918367344,0.2602739726027397,0.24591439688715955,0.23501945525291829,0.23582089552238802,0.2623688155922039,0,0.14442013129102846,0.23351158645276293,0.24590163934426232,0.2598770851624232,0.25794392523364484,0.25239005736137665,0.24493731918997108,0.26761819803746656,3
blip2-opt-6.7b,0,0.2895148669796557,0.2936507936507936,0.2678018575851393,0.28680396643783374,0.26327599102468213,0.2641802641802642,0.247787610619469,0.2835931700074239,0.015355086372360846,0.183115338882283,0.27960819234194123,0.27339449541284405,0.2832014072119613,0.28333333333333327,0.2569316081330869,0.27056672760511885,0.28446005267778757,4
blip2-opt-6.7b,0,0.2997582594681708,0.30040160642570285,0.2820097244732577,0.28383921246923705,0.2685337726523888,0.2596964586846543,0.2570480928689884,0.28482490272373545,0.018281535648994512,0.22645502645502646,0.29285714285714287,0.2730696798493409,0.29300567107750475,0.2831325301204819,0.2685656154628688,0.2698412698412698,0.29151291512915123,5
