f_score,recall,accuracy,model,precision,mets,prompt,img,shots,ent_met_person0_promptTrue,acc_met_person0_promptTrue,ent_met_person1_promptTrue,acc_met_person1_promptTrue,ent_met_person2_promptTrue,acc_met_person2_promptTrue,ent_met_person3_promptTrue,acc_met_person3_promptTrue,ent_met_person4_promptTrue,acc_met_person4_promptTrue,ent_met_person0_promptFalse,acc_met_person0_promptFalse,ent_met_person1_promptFalse,acc_met_person1_promptFalse,ent_met_person2_promptFalse,acc_met_person2_promptFalse,ent_met_person3_promptFalse,acc_met_person3_promptFalse,ent_met_person4_promptFalse,acc_met_person4_promptFalse,ent_met_misceallonous0_promptTrue,acc_met_misceallonous0_promptTrue,ent_met_misceallonous1_promptTrue,acc_met_misceallonous1_promptTrue,ent_met_misceallonous2_promptTrue,acc_met_misceallonous2_promptTrue,ent_met_misceallonous3_promptTrue,acc_met_misceallonous3_promptTrue,ent_met_misceallonous4_promptTrue,acc_met_misceallonous4_promptTrue,ent_met_misceallonous0_promptFalse,acc_met_misceallonous0_promptFalse,ent_met_misceallonous1_promptFalse,acc_met_misceallonous1_promptFalse,ent_met_misceallonous2_promptFalse,acc_met_misceallonous2_promptFalse,ent_met_misceallonous3_promptFalse,acc_met_misceallonous3_promptFalse,ent_met_misceallonous4_promptFalse,acc_met_misceallonous4_promptFalse,ent_met_organization0_promptTrue,acc_met_organization0_promptTrue,ent_met_organization1_promptTrue,acc_met_organization1_promptTrue,ent_met_organization2_promptTrue,acc_met_organization2_promptTrue,ent_met_organization3_promptTrue,acc_met_organization3_promptTrue,ent_met_organization4_promptTrue,acc_met_organization4_promptTrue,ent_met_organization0_promptFalse,acc_met_organization0_promptFalse,ent_met_organization1_promptFalse,acc_met_organization1_promptFalse,ent_met_organization2_promptFalse,acc_met_organization2_promptFalse,ent_met_organization3_promptFalse,acc_met_organization3_promptFalse,ent_met_organization4_promptFalse,acc_met_organization4_promptFalse,ent_met_location0_promptTrue,acc_met_location0_promptTrue,ent_met_location1_promptTrue,acc_met_location1_promptTrue,ent_met_location2_promptTrue,acc_met_location2_promptTrue,ent_met_location3_promptTrue,acc_met_location3_promptTrue,ent_met_location4_promptTrue,acc_met_location4_promptTrue,ent_met_location0_promptFalse,acc_met_location0_promptFalse,ent_met_location1_promptFalse,acc_met_location1_promptFalse,ent_met_location2_promptFalse,acc_met_location2_promptFalse,ent_met_location3_promptFalse,acc_met_location3_promptFalse,ent_met_location4_promptFalse,acc_met_location4_promptFalse,ent_met_none0_promptTrue,acc_met_none0_promptTrue,ent_met_none1_promptTrue,acc_met_none1_promptTrue,ent_met_none2_promptTrue,acc_met_none2_promptTrue,ent_met_none3_promptTrue,acc_met_none3_promptTrue,ent_met_none4_promptTrue,acc_met_none4_promptTrue,ent_met_none0_promptFalse,acc_met_none0_promptFalse,ent_met_none1_promptFalse,acc_met_none1_promptFalse,ent_met_none2_promptFalse,acc_met_none2_promptFalse,ent_met_none3_promptFalse,acc_met_none3_promptFalse,ent_met_none4_promptFalse,acc_met_none4_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue,f_score0_promptFalse,f_score0_promptTrue,f_score4_promptFalse,f_score4_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptFalse,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score3_promptTrue,f_score1_promptFalse,f_score1_promptTrue,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptTrue,f_score0_promptFalse,f_score4_promptFalse,f_score2_promptFalse,f_score3_promptFalse,f_score1_promptFalse,f_score0_promptFalse,f_score0_promptTrue,f_score2_promptFalse,f_score2_promptTrue,f_score1_promptFalse,f_score1_promptTrue
0.10060975609756097,0.075,0.4485981308411215,blip2-opt-2.7b,0.1527777777777778,33-407-447-183,0_prompt,True,1,249,20,,,,,,,,,,,,,,,,,,,55,2,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,,,,,,,,53,4,,,,,,,,,,,,,,,,,,,588,447,,,,,,,,,,,,,,,,,,,,,,,,,0.10060975609756097,,,,,,,,,,0.10060975609756097,,,,,,,,,,,,,,,0.10060975609756097,,,,,,,,,,,,,,,,,,,,,0.10060975609756097,,,,,,,0.10060975609756097,,,,
0.037383177570093455,0.021413276231263382,0.5186915887850467,blip2-opt-2.7b,0.14705882352941177,10-457-545-58,0_prompt,True,0,249,7,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,2,,,,,,,,,,,,,,,,,,,53,1,,,,,,,,,,,,,,,,,,,588,545,,,,,,,,,,,,,,,,,,,,,,,,,0.037383177570093455,,,,,,,,,,0.037383177570093455,,,,,,,,,,,,,,,0.037383177570093455,,,,,,,,,,,,,,,,,,,,,0.037383177570093455,,,,,,,0.037383177570093455,,,,
0.003683241252302026,0.001968503937007874,0.5275109170305677,blip2-opt-2.7b,0.02857142857142857,1-507-603-34,2_prompt,False,3,,,,,,,,,,,,,,,275,1,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,0,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,603,,,,,,,0.003683241252302026,,,,,,,0.003683241252302026,,,,,,,,,,0.003683241252302026,,,,,,,,0.003683241252302026,,,,,0.003683241252302026,,,,,,,0.003683241252302026,,,,,0.003683241252302026,,,,,0.003683241252302026,,,,,,0.003683241252302026,,,,,0.003683241252302026,,,
0.03986710963455149,0.02414486921529175,0.49519650655021835,blip2-opt-2.7b,0.11428571428571428,12-485-555-93,2_prompt,False,2,,,,,,,,,,,,,,,275,3,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,,,,,,,,59,2,,,,,,,,,,,,,,,,,,,628,555,,,,,,,0.03986710963455149,,,,,,,0.03986710963455149,,,,,,,,,,0.03986710963455149,,,,,,,,0.03986710963455149,,,,,0.03986710963455149,,,,,,,0.03986710963455149,,,,,0.03986710963455149,,,,,0.03986710963455149,,,,,,0.03986710963455149,,,,,0.03986710963455149,,,
0.013675213675213673,0.00808080808080808,0.4960698689956332,blip2-opt-2.7b,0.044444444444444446,4-491-564-86,2_prompt,False,1,,,,,,,,,,,,,,,275,0,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,564,,,,,,,0.013675213675213673,,,,,,,0.013675213675213673,,,,,,,,,,0.013675213675213673,,,,,,,,0.013675213675213673,,,,,0.013675213675213673,,,,,,,0.013675213675213673,,,,,0.013675213675213673,,,,,0.013675213675213673,,,,,,0.013675213675213673,,,,,0.013675213675213673,,,
0.0036429872495446266,0.0019801980198019802,0.5222707423580786,blip2-opt-2.7b,0.022727272727272728,1-504-597-43,2_prompt,False,0,,,,,,,,,,,,,,,275,0,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,1,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,597,,,,,,,0.0036429872495446266,,,,,,,0.0036429872495446266,,,,,,,,,,0.0036429872495446266,,,,,,,,0.0036429872495446266,,,,,0.0036429872495446266,,,,,,,0.0036429872495446266,,,,,0.0036429872495446266,,,,,0.0036429872495446266,,,,,,0.0036429872495446266,,,,,0.0036429872495446266,,,
0.0037878787878787884,0.002136752136752137,0.508411214953271,blip2-opt-2.7b,0.016666666666666666,1-467-543-59,2_prompt,True,5,,,,,249,0,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,1,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,543,,,,,,,,,,,,,,,,,,,,,,,,,0.0037878787878787884,,,,,,,,,,0.0037878787878787884,,,,,,,,,,,,,0.0037878787878787884,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037878787878787884,,
0.011650485436893203,0.006437768240343348,0.5242990654205607,blip2-opt-2.7b,0.061224489795918366,3-463-558-46,2_prompt,True,4,,,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,2,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,558,,,,,,,,,,,,,,,,,,,,,,,,,0.011650485436893203,,,,,,,,,,0.011650485436893203,,,,,,,,,,,,,0.011650485436893203,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011650485436893203,,
0.007782101167315175,0.004228329809725159,0.5233644859813084,blip2-opt-2.7b,0.04878048780487805,2-471-558-39,2_prompt,True,3,,,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,1,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,558,,,,,,,,,,,,,,,,,,,,,,,,,0.007782101167315175,,,,,,,,,,0.007782101167315175,,,,,,,,,,,,,0.007782101167315175,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007782101167315175,,
0.035460992907801414,0.02178649237472767,0.491588785046729,blip2-opt-2.7b,0.09523809523809523,10-449-516-95,2_prompt,True,2,,,,,249,6,,,,,,,,,,,,,,,,,,,55,2,,,,,,,,,,,,,,,,,,,125,1,,,,,,,,,,,,,,,,,,,53,1,,,,,,,,,,,,,,,,,,,588,516,,,,,,,,,,,,,,,,,,,,,,,,,0.035460992907801414,,,,,,,,,,0.035460992907801414,,,,,,,,,,,,,0.035460992907801414,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035460992907801414,,
0.10256410256410256,0.08430913348946135,0.411214953271028,blip2-opt-2.7b,0.13090909090909092,36-391-404-239,2_prompt,True,1,,,,,249,22,,,,,,,,,,,,,,,,,,,55,3,,,,,,,,,,,,,,,,,,,125,9,,,,,,,,,,,,,,,,,,,53,2,,,,,,,,,,,,,,,,,,,588,404,,,,,,,,,,,,,,,,,,,,,,,,,0.10256410256410256,,,,,,,,,,0.10256410256410256,,,,,,,,,,,,,0.10256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10256410256410256,,
0.01107011070110701,0.006437768240343348,0.49906542056074765,blip2-opt-2.7b,0.039473684210526314,3-463-531-73,2_prompt,True,0,,,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,2,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,531,,,,,,,,,,,,,,,,,,,,,,,,,0.01107011070110701,,,,,,,,,,0.01107011070110701,,,,,,,,,,,,,0.01107011070110701,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01107011070110701,,
0,0,0.514410480349345,blip2-opt-2.7b,0,0-497-589-59,1_prompt,False,5,,,,,,,,,,,,,275,0,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,0,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,589,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,
0,0,0.5423580786026201,blip2-opt-2.7b,0,0-515-621-9,1_prompt,False,4,,,,,,,,,,,,,275,0,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,0,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,621,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,
0.03202846975088968,0.01782178217821782,0.5248908296943231,blip2-opt-2.7b,0.15789473684210525,9-496-592-48,1_prompt,False,3,,,,,,,,,,,,,275,5,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,628,592,,,,,,,,,,,0.03202846975088968,,,,,,,,,0.03202846975088968,,,,,,,,,,0.03202846975088968,,,,,,0.03202846975088968,,,,,,0.03202846975088968,,,,,,0.03202846975088968,,,,,0.03202846975088968,,,,,0.03202846975088968,,,,,,0.03202846975088968,,,,,0.03202846975088968,
0.07804878048780488,0.048484848484848485,0.5048034934497817,blip2-opt-2.7b,0.2,24-471-554-96,1_prompt,False,2,,,,,,,,,,,,,275,19,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,3,,,,,,,,,,,,,,,,,,,59,2,,,,,,,,,,,,,,,,,,,628,554,,,,,,,,,,,0.07804878048780488,,,,,,,,,0.07804878048780488,,,,,,,,,,0.07804878048780488,,,,,,0.07804878048780488,,,,,,0.07804878048780488,,,,,,0.07804878048780488,,,,,0.07804878048780488,,,,,0.07804878048780488,,,,,,0.07804878048780488,,,,,0.07804878048780488,
0.05647840531561462,0.03490759753593429,0.5039301310043668,blip2-opt-2.7b,0.14782608695652175,17-470-560-98,1_prompt,False,1,,,,,,,,,,,,,275,9,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,,,,,,,,59,1,,,,,,,,,,,,,,,,,,,628,560,,,,,,,,,,,0.05647840531561462,,,,,,,,,0.05647840531561462,,,,,,,,,,0.05647840531561462,,,,,,0.05647840531561462,,,,,,0.05647840531561462,,,,,,0.05647840531561462,,,,,0.05647840531561462,,,,,0.05647840531561462,,,,,,0.05647840531561462,,,,,0.05647840531561462,
0.010563380281690142,0.006024096385542169,0.509170305676856,blip2-opt-2.7b,0.04285714285714286,3-495-580-67,1_prompt,False,0,,,,,,,,,,,,,275,0,,,,,,,,,,,,,,,,,,,58,0,,,,,,,,,,,,,,,,,,,125,2,,,,,,,,,,,,,,,,,,,59,1,,,,,,,,,,,,,,,,,,,628,580,,,,,,,,,,,0.010563380281690142,,,,,,,,,0.010563380281690142,,,,,,,,,,0.010563380281690142,,,,,,0.010563380281690142,,,,,,0.010563380281690142,,,,,,0.010563380281690142,,,,,0.010563380281690142,,,,,0.010563380281690142,,,,,,0.010563380281690142,,,,,0.010563380281690142,
0.007751937984496124,0.00423728813559322,0.5214953271028038,blip2-opt-2.7b,0.045454545454545456,2-470-556-42,1_prompt,True,5,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,1,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,0.007751937984496124,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124
0.018796992481203006,0.010822510822510822,0.5121495327102804,blip2-opt-2.7b,0.07142857142857142,5-457-543-65,1_prompt,True,4,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018796992481203006,,,,,,,,,,0.018796992481203006,,,,,,,,,,,,0.018796992481203006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018796992481203006
0.019417475728155338,0.010615711252653927,0.5280373831775701,blip2-opt-2.7b,0.11363636363636363,5-466-560-39,1_prompt,True,3,,,249,2,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,3,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,588,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019417475728155338,,,,,,,,,,0.019417475728155338,,,,,,,,,,,,0.019417475728155338,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019417475728155338
0.015209125475285173,0.008639308855291577,0.5158878504672897,blip2-opt-2.7b,0.06349206349206349,4-459-548-59,1_prompt,True,2,,,249,1,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,2,,,,,,,,,,,,,,,,,,,53,1,,,,,,,,,,,,,,,,,,,588,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015209125475285173,,,,,,,,,,0.015209125475285173,,,,,,,,,,,,0.015209125475285173,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015209125475285173
0.029850746268656716,0.017204301075268817,0.514018691588785,blip2-opt-2.7b,0.11267605633802817,8-457-542-63,1_prompt,True,1,,,249,2,,,,,,,,,,,,,,,,,,,55,0,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,53,2,,,,,,,,,,,,,,,,,,,588,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,,,,,,,0.029850746268656716,,,,,,,,,,,,0.029850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716
